1,10,0.2764053,10,W,SW,53.34113,0.6
1,1,0.1383591,30,E,SW,66.14748,0.2
1,2,0.09496307,10,NW,SW,68.2903,0.2
1,3,0.1446381,20,N,SW,70.38995,0.2
1,4,0.1067123,30,NE,SW,72.53868,0.6
Block,Trial,Reaction Time,Eccentricity,StimulusDirection,Response,Actual Display Time,Set Display Time
Block,Trial,Reaction Time,Eccentricity,StimulusDirection,Response,Actual Display Time,Set Display Time
1,1,Miss,20,NW,Miss,0.2004557,0.2
Block,Trial,Reaction Time,Eccentricity,StimulusDirection,Response,Actual Display Time,Set Display Time
1,1,Miss,10,SW,Miss,0.6008587,0.6
1,2,Miss,20,N,Miss,0.4002628,0.4
Block,Trial,Reaction Time,Eccentricity,StimulusDirection,Response,Actual Display Time,Set Display Time
1,1,0.9875031,20,SE,SE,0.401619,0.4
1,2,1.099705,10,NW,NW,0.4003897,0.4
1,3,Miss,10,SE,Miss,0.6009274,0.6
1,4,Miss,10,E,Miss,0.4007587,0.4
1,5,Miss,20,NW,Miss,0.2002373,0.2
1,6,Miss,20,SE,Miss,0.6000481,0.6
1,7,Miss,30,SW,Miss,0.2001057,0.2
1,8,Miss,10,W,Miss,0.4013977,0.4
1,9,Miss,10,S,Miss,0.4008636,0.4
1,10,1.85923,10,E,SW,0.6008415,0.6
1,1,Miss,30,W,Miss,0.6011505,0.6
1,2,Miss,20,E,Miss,0.2010803,0.2
Block,Trial,Reaction Time,Eccentricity,StimulusDirection,Response,Actual Display Time,Set Display Time
1,1,Miss,10,NE,Miss,0.4009256,0.4
1,2,Miss,30,SE,Miss,0.4003201,0.4
1,3,Miss,20,S,Miss,0.6008434,0.6
Block,Trial,Reaction Time,Eccentricity,StimulusDirection,Response,Actual Display Time,Set Display Time
1,1,1.041883,40,NE,NE,0.6016588,0.6
1,2,Miss,40,W,Miss,0.4004402,0.4
Block,Trial,Reaction Time,Eccentricity,StimulusDirection,Response,Actual Display Time,Set Display Time
